Date,Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p00000),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01113),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01554),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01649),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01843),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p01935),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02123),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02242),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02305),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02335),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02491),Precipitation rate (mm/day)(HadREM3-RA11M-r001i1p02868),AreaNum1,AreaNum2
22/10/2069,0.3016625,25.83068,1.5867971,22.672806,0.002105964,0.1341508,7.6689987,14.087963,7.892214,0.55920666,2.7753286,0.16841336,147500.0,37500.0
23/10/2069,6.0174076e-05,4.6810417,6.9107428,14.916548,0.0129791,3.6026402e-05,1.082801,12.333942,9.929896,0.2218576,0.52863276,4.7049966,147500.0,37500.0
24/10/2069,0.08643432,1.7392933,19.070116,11.10024,6.5920568,3.6023903,1.5479778,9.544434,10.138919,0.000110986,3.491884e-05,0.31847772,147500.0,37500.0
25/10/2069,0.13098559,0.028627127,5.4561305,26.53634,5.859569,30.731586,3.292494,1.3030242,12.905308,0.32088163,0,3.092452e-05,147500.0,37500.0
26/10/2069,0.000135271,0.17625892,9.004012,43.35333,0.7932739,58.11745,0.40690506,0.2000123,6.610766,1.507381,0.23102498,2.6770034e-05,147500.0,37500.0
27/10/2069,4.4988825e-05,4.44214,34.250717,0.21091348,2.5720944,0.2632748,0.19844066,2.026047,6.6320615,0.0014253,9.894707,3.8532682e-05,147500.0,37500.0
28/10/2069,6.3938394e-05,0.000363869,13.540654,0.7299343,32.896584,8.211454,8.92194,0.49901226,7.988182,1.039329,0.6351336,4.1104726e-05,147500.0,37500.0
29/10/2069,3.8272752e-05,0.1380235,0.076837786,1.3994006,1.7452602,0.08361771,2.9337106,2.506576,41.696613,4.1201825,0.021887349,0.00076359,147500.0,37500.0
30/10/2069,2.9130363,0.022110162,20.014805,4.4091845,2.7280214,3.8267672,0.05947376,2.2153878,9.248459,3.659306,0.32493895,0.43786564,147500.0,37500.0
01/11/2069,10.260551,9.457224e-05,0.021363582,0.3577578,3.6116037,0.381324,0.07786429,0.000162506,5.8059225,0.42259112,0.7104348,0.069516174,147500.0,37500.0
02/11/2069,1.5737329,1.9973005,1.0012631,3.1070485e-05,5.176829,5.502036,0.06032743,0.001798116,9.944983,0.008958953,0.03857846,0.015333711,147500.0,37500.0
03/11/2069,6.99344,21.191196,11.700569,2.0204214e-05,4.6955247,0.06725012,1.0611644,0.002882712,4.8781176,0.12103652,0.25291595,8.620652,147500.0,37500.0
04/11/2069,1.1414635,10.60727,0.93619084,4.4655506e-05,18.826271,12.526699,0.22652581,4.7072223e-05,8.033613,0.017427986,1.7263068e-05,0.01365473,147500.0,37500.0
05/11/2069,29.865284,3.8727539,29.921572,1.6530232,0.016300028,51.618168,6.6555935e-05,0.049490638,7.7053846e-07,5.5093546,4.2142477e-05,3.7293397e-05,147500.0,37500.0
06/11/2069,1.0763282,0.9097758,0.013547713,10.650301,0.12189292,0.6881707,0.000210775,8.856599,2.9589357e-05,8.56311,0.006337863,0.2419385,147500.0,37500.0
07/11/2069,3.970138e-05,1.6812755,0.000147578,3.158851,0.51708907,3.5043924,4.630384e-05,4.0630336,6.0856117e-05,13.140885,8.517263,8.623432,147500.0,37500.0
08/11/2069,1.223145,0.000697161,9.933386,0.006691531,0.5665465,3.217222,3.289074e-05,2.646701,5.7594752e-05,16.639843,2.8262556,0.000225623,147500.0,37500.0
09/11/2069,0.46110997,0.000802802,9.246719,3.5993254,1.1897247,1.5760431,0.013405289,0.50681144,0.000372284,0.62204283,7.5021486,0.008179434,147500.0,37500.0
10/11/2069,3.792633,1.3299792,6.8595066,0.92541355,4.5173383,20.998741,6.05234,0.7635892,0.037291422,12.22113,23.55241,0.25940275,147500.0,37500.0
11/11/2069,2.6469069,0.09327237,10.191304,7.427853,0.9190546,0.13632001,3.10186,0.2931904,0.041999567,5.631239,29.053852,8.940929,147500.0,37500.0
12/11/2069,4.290824,0.09009602,4.8218303,4.4934354,0.2773041,2.782743,7.464349,0.25211966,8.611069e-05,2.9130905,3.5069153,2.3036492,147500.0,37500.0
13/11/2069,0.042397585,0.07602249,1.335362,2.4114861,2.7825243,4.6064004e-05,10.029941,0.25458223,0.000919983,2.0696843,16.577192,4.252536,147500.0,37500.0
14/11/2069,0.6350996,0.00018875,5.991928,21.392975,0.61844677,1.9105624e-05,1.7467614,5.5370016,9.266928e-06,11.86055,1.7312413,4.8194985,147500.0,37500.0
15/11/2069,3.1308627,7.8382946e-05,3.8709352,6.8114653,7.376405e-05,4.9223574e-05,0.8496355,4.3309497e-05,2.6775077e-05,5.04984,14.018532,7.365067,147500.0,37500.0
16/11/2069,0.13258082,4.538137e-06,29.982267,3.4221249,0.54915524,1.8282238,16.675625,13.891765,7.670326e-05,0.5529371,0.37840614,0.12726445,147500.0,37500.0
17/11/2069,11.642286,0.000285572,0.20955224,29.379217,0.20198813,0.042468067,1.005645,0.005427636,0.88679045,0.14643738,19.377872,2.0618541,147500.0,37500.0
18/11/2069,5.73873,7.5334425,3.8252084,0.60685384,3.93062e-05,5.915752,1.965936,0.908691,20.397507,21.12263,8.218547,0.002787057,147500.0,37500.0
29/07/2068,0.000299286,43.45704,0.11098408,0.00121154,0,82.33869,0.001286595,6.3372177e-06,5.235719e-07,0.002282894,0.000976753,0.001931031,152500.0,32500.0
30/07/2068,0.015145915,20.468792,1.6088714e-05,2.9061864e-06,0,7.3153456e-06,0.006990586,0.54360026,7.5231846e-06,2.1902952e-05,0.043770526,3.9574354,152500.0,32500.0
01/08/2068,0.03990329,0.5519577,4.4932905e-05,1.5121699e-05,0,0.013459482,0.011396543,0.008365902,4.68927e-05,7.7426506e-05,0.16152708,0.06645646,152500.0,32500.0
02/08/2068,10.2557745,0.000326098,0.5030702,1.5369582e-05,1.5317459e-06,1.9618496e-05,4.863981e-05,6.212206e-05,0.00053534,0.000100355,3.4123234e-06,1.0753384,152500.0,32500.0
03/08/2068,1.8742845,0.000154805,0.78484446,7.7009594e-05,0,1.8517941e-05,3.3978924e-06,1.4934422,3.058009e-05,0.003002449,2.9413349e-07,2.7553859e-05,152500.0,32500.0
04/08/2068,3.1028416e-05,2.0140296e-05,3.0720523e-05,0.00039128,0,9.74013e-09,0.000369948,7.1904964e-05,1.0596973e-05,0.28810185,3.5456474e-06,0.002375641,152500.0,32500.0
05/08/2068,7.4536792e-06,0.093020946,12.100074,0.68995225,4.725488e-08,1.2954109e-06,0.000464527,0.005805261,0.000123915,0.037335813,1.8340039e-06,0.46216753,152500.0,32500.0
06/08/2068,2.6818196e-05,3.7313403e-05,1.7265903,6.779652e-06,6.71909e-06,5.99702e-05,4.456655e-05,1.1579825,0.00059478,5.321446e-05,1.8275843e-05,0.3971182,152500.0,32500.0
07/08/2068,3.321542e-05,0.001223251,0.23874272,6.4816672e-06,0.15529338,2.5730798e-05,1.10819025e-08,0.000288264,1.0598359e-05,5.4758155e-05,5.4678905e-05,0.36419678,152500.0,32500.0
08/08/2068,1.7796003e-05,4.826262e-05,0.1361181,8.595559e-05,8.601271e-07,3.8689246e-05,1.5667705e-10,1.3236348e-05,0.000851659,0.000850323,7.904822e-06,8.119591e-06,152500.0,32500.0
09/08/2068,3.4535002e-08,0.023497757,0.000124633,4.27945e-09,0.061710052,0.001239622,1.2624888e-05,2.752844e-09,0.1274771,2.2921233e-05,8.8706753e-07,3.7863927e-05,152500.0,32500.0
10/08/2068,1.7390366e-05,0.11849584,71.11568,1.3311433e-07,0.45683625,0.005793812,9.431292e-06,9.555173e-07,0.001919102,2.1389494e-06,4.153035e-05,4.8653208e-05,152500.0,32500.0
11/08/2068,4.81008e-05,0.011980861,45.955654,0.001745201,0.44143972,0.014694299,3.569607e-06,0.25230962,4.466723e-05,0.001908119,7.403976e-05,0.000143222,152500.0,32500.0
12/08/2068,1.1740995e-05,0.29777184,0.20831893,0.4143519,0.71944296,1.5439614,3.4417917e-06,0,0.003468134,0.5061078,2.093796e-05,0.005424448,152500.0,32500.0
13/08/2068,3.885301e-06,1.7324439,1.4720582e-05,0.00026725,2.6209118,1.0022062e-05,0,5.1571587e-05,1.1442665e-07,0.36232492,1.8428256e-05,0.2864529,152500.0,32500.0
14/08/2068,9.503832e-05,0.5582829,5.5815988e-05,3.9389983e-05,0.12775546,0.15828574,0,0.000218894,9.092654e-06,0.008270583,0.000717648,4.3151922e-05,152500.0,32500.0
15/08/2068,0.001006164,2.4399786,0.000121438,3.0047204,3.1751223,0.23548405,1.8519065e-06,2.2732984e-05,1.6445021e-07,3.7046,0.68125075,0.009362591,152500.0,32500.0
16/08/2068,4.0896677e-05,0.9766317,1.6813261e-05,0.5017108,0.24041443,0.027411336,0,3.234815e-08,0.000216344,64.55312,2.1483995e-05,1.4486271e-05,152500.0,32500.0
17/08/2068,0.06774668,1.050157,0.00727354,6.574361,0.003990766,0.12559582,0,0,7.941575e-05,0.36276728,1.8413999e-06,0.000192165,152500.0,32500.0
18/08/2068,0.057430085,0.6100599,0.057687853,1.0798199,0.003604208,4.343748,0.000161443,0,0.011922212,1.872584,0.09889712,1.362798e-05,152500.0,32500.0
19/08/2068,5.2802534,1.5800065,3.5328023e-05,0.011571248,2.4094732,0.22733401,2.6838103e-05,2.956813e-08,0.307737,3.451501e-05,0.000533445,0.000680797,152500.0,32500.0
20/08/2068,0.53851455,3.485098e-05,3.0211877e-05,0.59936434,1.6078275e-05,0.000169226,0.8812945,0,1.6508644,4.959533e-05,0.022839654,3.983744e-05,152500.0,32500.0
21/08/2068,0.01216925,5.8243517e-05,0.009649844,0.03348797,2.5076912e-05,1.6200448e-07,6.62394e-05,0,0.43780527,1.3680243,9.199773,0.011828772,152500.0,32500.0
22/08/2068,0.002235988,0.22095357,4.7866506e-05,0.001714791,6.0613296e-05,1.7670951e-05,0.000152932,0.00014343,4.4355733e-05,1.961041,0.06831752,2.5848243e-05,152500.0,32500.0
23/08/2068,1.9326515e-05,1.2216859,0,0.018116968,4.0045347e-06,0.8774918,5.084775,0.000873434,0.000130026,2.5134902,0.033699177,1.949023e-05,152500.0,32500.0
24/08/2068,0.000231362,2.5553422,3.5991382e-06,1.6914159,0.000618232,0.000185805,0.001532686,0.041274007,0.000383368,1.041663,1.723832,0.000139024,152500.0,32500.0
25/08/2068,0.00037301,9.669262e-05,2.6251493e-05,2.37375e-05,1.991767e-05,0.000157915,1.1188897e-05,0.014413847,0.000594928,0.017855762,0.005778094,6.161264e-05,152500.0,32500.0
26/08/2068,2.6771473e-05,0.7407089,5.796397,5.312921e-05,6.411137e-08,1.7796535e-06,3.960349e-05,0.026572358,0.002683188,1.6837119,0.025180642,4.139553e-05,152500.0,32500.0
27/08/2068,1.125442e-10,8.574915e-05,6.6121006,0.068403214,0.30814898,0.000981255,1.8648927e-05,32.70857,4.0767874e-05,20.56672,1.4936702,0.27949268,152500.0,32500.0
28/08/2068,0,1.46768,16.740015,2.7511234,0.000229968,0.000151241,0.085025825,2.1758523,4.4599878e-05,8.640434e-05,0.91146916,1.8252907,152500.0,32500.0
29/08/2068,7.5088224e-07,2.507167,4.098601,2.089811e-05,6.413123e-05,1.9551501e-07,8.6473693e-07,0.21599643,12.338196,2.1979358,0.0965412,12.809015,152500.0,32500.0
30/08/2068,3.1109557e-05,0.7638389,1.2024007,0.000118151,6.265276e-05,6.0559825e-05,1.6379727e-05,0.00010747,69.73483,1.8006436,1.189994,0.16295381,152500.0,32500.0
01/09/2068,4.196322e-06,1.4156617,0.041643888,0.000434248,0.16866477,0.00371198,0.000335586,2.417867e-07,0.33003095,0.040313385,0.007092969,11.009419,152500.0,32500.0
02/09/2068,0.000659768,0.4151165,0.29399332,0.38877374,3.193833e-05,0,0.060721822,4.170651e-05,7.465383e-05,0.000164494,1.0305762e-05,4.392136e-05,152500.0,32500.0
03/09/2068,7.359209e-12,1.6529117,0.05552792,0.002556823,0.007267016,0.36491194,8.619457e-06,0.003080526,1.651895e-05,0.16130297,8.855697e-06,14.385783,152500.0,32500.0
04/09/2068,7.049789e-08,0.58743167,0.002258692,0.1978995,0.002128471,6.1350576e-05,4.0189903e-08,1.9192748e-05,1.3402518e-05,0.000651208,0.004296978,0.000314441,152500.0,32500.0
05/09/2068,7.4079117e-06,3.204123,0.38739303,0.002624998,1.029298e-05,24.973352,4.736547e-06,6.904318e-06,4.6245527e-06,0.13957353,0.99075025,3.382796e-05,152500.0,32500.0
06/09/2068,0.00599118,5.475878e-05,2.6348143e-05,0.32046446,8.379351e-07,7.581078,0,5.796786e-08,1.7073571e-05,0.3525175,2.1450183e-05,0.797032,152500.0,32500.0
07/09/2068,0.60184985,0.003511683,7.077751e-05,0.6193052,5.6689692e-05,0.003796842,9.646485e-10,5.468321e-06,3.2568016e-05,0.4773428,3.5204805e-05,0.034974784,152500.0,32500.0
08/09/2068,0.3140646,0.00024833,0.000740754,0.007817359,0.20710243,3.7691014e-05,0.000381073,0.000338384,5.1747975e-07,0.000156009,0.003359627,2.0135474,152500.0,32500.0
09/09/2068,7.229825,7.789585e-05,2.8636883e-05,0.003234048,5.4517644e-05,1.3298487e-05,0.15286343,12.762972,1.8014624e-07,0.53129154,0.001417539,3.3862732e-05,152500.0,32500.0
10/09/2068,23.326046,0.005588165,1.341507,8.45453e-06,2.1855685e-05,2.1770717e-05,0.11389249,22.977564,5.5949768e-06,0.22187828,2.0223846e-05,5.7628647e-05,152500.0,32500.0
11/09/2068,0.61321163,0.37315354,12.64674,0.000180171,0.001772845,3.7215145e-06,4.284252e-05,8.461975,6.6560745,0.000117886,1.538767e-07,9.65054e-05,152500.0,32500.0
12/09/2068,2.8514409e-05,0.6887594,0.010760428,0.39087072,11.866766,2.0753503e-05,0.29049352,95.461266,0.92072415,0.019108068,3.4833756e-05,3.156918e-05,152500.0,32500.0
13/09/2068,0.00012374,5.2416353,0.09146068,0.006135255,0.18891074,1.2674323e-06,2.2184536,4.190682,0.24438933,0.16953658,0.016151894,0.00042455,152500.0,32500.0
14/09/2068,0.016592743,0.008506972,0.6251108,4.5388188e-05,3.9848233e-05,3.1411572,1.9716455,4.443993,0.28173518,8.043077e-07,2.3899581,2.3928258e-05,152500.0,32500.0
15/09/2068,0.12309041,0.486624,4.361293,3.2840035e-05,7.3973455,3.8231833e-06,0.37169847,4.880606,0.005500677,0.075076975,9.219759,0.000555219,152500.0,32500.0
16/09/2068,0.06512192,0.017982636,5.675808,3.647922e-05,4.738982,2.1971671e-05,0.004997504,0.4332856,1.5926923,4.5432393e-05,5.4058867,0.001263139,152500.0,32500.0
17/09/2068,0.17228413,0.000142177,1.9007292,0.035588335,2.5866718,1.2536877,0.05782585,0.486873,1.5332651,2.4414267e-06,0.00012861,1.0691425,152500.0,32500.0
18/09/2068,0.000163905,5.5122262e-05,20.071665,0.6938259,0.000113495,0.016691666,5.188295,9.924164,0.1656373,1.8298571e-05,0.9817941,4.0854516e-06,152500.0,32500.0
19/09/2068,0.000104379,0.000164328,19.474018,2.6434963,0.04533764,0.04794538,8.278642,6.5606933,1.8613417,0.13485615,6.0677376e-05,0,152500.0,32500.0
20/09/2068,3.9910612,0.006183974,0.9457373,0.000797342,3.7394493,0.18851663,0.7636794,1.9519651,0.21286531,0.05749754,0.039186936,0,152500.0,32500.0
21/09/2068,0.019502517,1.4737419e-05,0.25052118,19.55499,8.777743,0.05727104,0.99992144,6.467859e-05,2.643393,1.199842,0.000351722,7.99281e-05,152500.0,32500.0
22/09/2068,1.473842,4.8308913e-05,38.260242,7.4793606,0.7241339,4.305076e-05,1.1032465,0.21371834,0.13928688,8.466779,5.9544232e-05,4.5763216e-05,152500.0,32500.0
23/09/2068,3.1251817,0.14233416,0.000726844,0.52271193,1.1531245,9.1521e-06,0.42934695,20.116863,0.742049,3.1638844,8.792102e-05,0.000360485,152500.0,32500.0
24/09/2068,6.990736e-05,0.000526277,2.8580995,4.3832482e-05,5.162551,3.307644e-08,4.494806e-05,57.607178,0.017380828,6.5877504,0.004864846,5.4235015,152500.0,32500.0
25/09/2068,0.027589269,2.4109151e-05,1.3651441,0.00028366,8.767992,5.6427965e-05,5.0215673e-05,0.006591934,0.000751528,2.0640402,0.00011553,58.79675,152500.0,32500.0
26/09/2068,3.7986567e-05,1.7733366e-05,0.003566852,0.14445412,0.48016325,3.5802568e-05,0.001972639,7.3713865,0.001028259,3.7360198,0.11094552,0.09450291,152500.0,32500.0
27/09/2068,2.836914e-05,10.099982,0.018117106,0.006790323,21.34792,0.00013466,2.36607e-05,0.015435064,0.001694096,6.990337e-05,0.028132474,7.762295,152500.0,32500.0
28/09/2068,0.000260704,1.095924,0.22999784,5.731147,2.910642,0.000303604,3.1441024e-05,0.028583277,4.6673907e-05,8.712039e-05,2.325985,1.6218159,152500.0,32500.0
29/09/2068,0.00066392,8.298915,0.5411465,2.529561e-06,1.1224995,1.17773625e-05,3.1972264e-05,4.4988394,0.16518469,0.21367773,0.44167525,7.826164,152500.0,32500.0
30/09/2068,0.6858366,0.17051129,0.015997661,0.096916564,1.5135833,8.235931e-06,2.3983448e-05,0.7527656,5.841679e-05,0.003951797,0.7710875,4.023087,152500.0,32500.0
01/10/2068,0.20338729,2.3555813e-05,0.77167463,0.029987404,0.1759523,0.023863433,4.9748363e-05,7.117826e-05,5.3141135e-05,0.7721274,0.14822279,4.813576,152500.0,32500.0
02/10/2068,0.002803627,0.1941432,2.5931396,0.03571991,11.479569,1.141569,0.000217836,8.0125865e-05,7.914472e-06,8.746628,0.004262979,0.46512517,152500.0,32500.0
03/10/2068,1.1685252,0.8099942,18.666018,0.43355617,0.8237358,0.003807865,0.29646653,5.441956,8.01153e-10,30.121962,3.167412e-05,0.51394475,152500.0,32500.0
04/10/2068,0.20298725,0.14381397,2.4598713,6.4080836e-05,1.3852295,0.032811392,3.6237067e-05,0.7904328,0.13469322,6.2967634,0.000310641,6.006971,152500.0,32500.0
05/10/2068,0.121542044,0.002636717,0.03198557,6.9606685e-05,0.011077357,1.0714064e-05,0.057069886,0.46317023,0,18.118872,0.000111734,1.5194507,152500.0,32500.0
06/10/2068,0.004382781,0.000496228,4.2646163e-05,1.2188656,1.3477923,0.00020802,0.17761838,0.001012162,1.8827719e-05,0.00015361,2.8455435e-05,8.401035,152500.0,32500.0
07/10/2068,0.000149701,3.361948e-05,5.646459,0.23998646,1.1555021,1.3699605e-05,0.10052939,0.008644552,26.0612,3.3008724e-05,0.000335444,4.471347,152500.0,32500.0
08/10/2068,1.4756462e-08,1.4539812,33.128963,1.4461253e-05,0.000562515,1.31266725e-05,1.2764151,0.009761913,8.905924,1.3118746,0.024566218,11.136613,152500.0,32500.0
09/10/2068,6.394995e-05,0.24952802,3.713,2.7351813e-05,4.0117636,14.602003,1.3238803,0.014490658,9.466234,1.9183062,3.991618e-05,2.839393,152500.0,32500.0
10/10/2068,0.101636924,0.74756736,5.489095,5.732884e-05,1.033869,38.107845,0.8890201,1.990306e-05,10.130329,0.44777408,6.235468,0.8380855,152500.0,32500.0
11/10/2068,12.594623,2.9541821e-05,3.3429322,0.022772126,0.25188938,8.427448,0.000131787,0.000707683,18.12902,0.25658435,23.936237,16.388662,152500.0,32500.0
12/10/2068,0.2228695,0.007517796,2.3668134e-05,3.375317e-05,4.3661068e-05,2.305965,2.5183729e-06,0.002652529,0.2106737,6.8451676,0.003923955,29.316069,152500.0,32500.0
13/10/2068,1.685913e-05,0.017221143,0.000670408,5.1569383e-05,2.1325592e-05,4.3397555e-05,9.979849e-06,0.000141616,2.7152922,2.6096056,0.000651572,23.892126,152500.0,32500.0
14/10/2068,9.065215e-05,0.004509607,0.003691133,3.3182812e-05,2.5104482,1.2125262e-05,0.01278332,17.840399,6.949472,2.8242357,0.7263218,3.3690598,152500.0,32500.0
15/10/2068,0.000317452,1.1222563e-06,0.001204008,6.285341e-05,0.002932874,3.78588e-05,3.9207683,0.000870608,0.08811578,3.0344505,0.00010817,6.994437e-05,152500.0,32500.0
16/10/2068,9.4333154e-05,1.534333e-05,5.4325774e-05,4.5808596e-05,20.779125,6.698025e-05,2.9319901,0.031433444,16.264551,5.042437,9.5698815e-05,0.000126762,152500.0,32500.0
17/10/2068,0.07609065,0.2917203,0.000445752,1.5757589,0.05697393,0.037594844,4.119613,1.3553578,2.9245377,0.000154031,0.08701634,0.018980823,152500.0,32500.0
18/10/2068,0.039475273,5.365233,24.751534,39.510372,0.08140954,8.637493e-05,14.966583,8.192813e-05,1.695738,0.000456233,3.6897154,8.249538,152500.0,32500.0
19/10/2068,0.012667397,0.70604736,0.3461917,1.6096152,0.35792768,0.09453256,0.618618,0.005506897,0.22800775,1.1984854,1.1707716,0.000298264,152500.0,32500.0
20/10/2068,3.1987773e-05,0.000152406,0.060741656,4.7883563,0.1655528,5.3664768e-05,12.141715,0.028836465,6.4065905,4.947378,1.0686619,4.8975067e-05,152500.0,32500.0
21/10/2068,12.449025,0.000103808,0.6113136,1.7326194e-05,0.052603144,0.000109626,1.3281112,0.35342118,4.0114036,0.38349402,4.0661445,0.002766264,152500.0,32500.0
22/10/2068,0.16414335,0.000522949,4.09111,0.9826376,3.1335672e-05,0.0032159,0.5215873,0.46827912,0.6075417,0.7353496,0.052444525,10.05212,152500.0,32500.0
23/10/2068,0.000141404,20.57014,2.3996582,2.647453,1.3267256e-05,0.000208028,0.6459419,13.990586,0.60850286,0.039204873,2.9752614,31.147226,152500.0,32500.0
24/10/2068,0.1527899,3.1815987,4.913935,0.46975213,0.000208664,1.5852557,7.495287,0.25894305,0.13414626,0.001041271,0.41941378,0.032087274,152500.0,32500.0
25/10/2068,7.332469e-06,2.603001,16.58524,1.7235451,1.626577e-05,2.3308074,0.11363218,2.273917e-05,4.2927008e-05,0.77551526,0.6827474,0.003301865,152500.0,32500.0
26/10/2068,4.161724e-08,2.0195134,20.721642,14.836687,3.9108763e-06,0.9555491,3.1365254,2.3191113,7.0247955,1.7306907,0.000264496,0.012784724,152500.0,32500.0
27/10/2068,4.8054004e-05,1.0226002,17.054495,6.405417,12.488152,9.558136,4.311611,15.197813,0.11854446,3.0908566,0.00314313,0.3356392,152500.0,32500.0
28/10/2068,0.001057928,0.000279243,5.711695,1.9680876,0.013627804,6.91053,3.021242,0.3996557,0.003875333,8.160761,2.3896456,30.3695,152500.0,32500.0
29/10/2068,5.3453637e-06,1.6052876,18.628836,4.773388,0.34530285,17.879702,2.24037,0.64693356,1.5254064,0.000926325,8.134804,17.790373,152500.0,32500.0
30/10/2068,2.66538e-06,15.027151,0.121183336,11.602591,36.969406,5.1884475e-05,0.6944004,0.26185355,2.8977728,18.276968,7.4617076,0.21107924,152500.0,32500.0
01/11/2068,6.0398726,0.5001588,0.000157697,27.279608,3.744708,14.406206,26.917032,1.3641069,10.583614,4.957333,16.144518,0.31353244,152500.0,32500.0
02/11/2068,0.000120009,0.15626156,1.2886872e-05,0.49155918,3.5156503e-05,23.93538,4.7751837,4.9610286,12.842717,2.7862701,4.2936606,0.00507896,152500.0,32500.0
03/11/2068,0.002248344,1.5356712,3.8438375e-05,0.08503422,2.8796103e-05,4.8992114,5.581538,2.5344017,17.423086,0.35850644,28.26955,5.9176706e-05,152500.0,32500.0
04/11/2068,41.57187,1.3970658,0.31421173,8.028122,1.920901,2.966907,3.0819042,2.7164482e-05,4.0865903,8.897826,0.31516165,5.615317,152500.0,32500.0
05/11/2068,2.1807668,1.3673074,2.1191628,0.3273843,7.2936716,24.869558,0.3218054,0.3851085,0.4975069,39.93564,9.332388,15.030394,152500.0,32500.0
06/11/2068,2.3743372,7.197077,8.96292,0.23890208,3.3368812,2.9601305,0.28128555,0.07155765,0.86506563,11.463136,6.3067317,0.1310763,152500.0,32500.0
07/11/2068,0.028812464,3.2831411,0.8098087,1.0132056,6.934442e-05,4.1034513,2.4686153,0.109169655,0.23538224,0.83718985,6.679438,0.18843918,152500.0,32500.0
08/11/2068,4.2424145,2.0541046,0.86021364,1.4357772,0.07265617,16.557892,0.6329114,3.2587166e-05,0.002076409,3.5292778,12.188872,0.068586245,152500.0,32500.0
09/11/2068,1.0281396,5.8850455e-05,0.9531247,0.057380144,2.4606378,0.2590879,2.7081492,6.859222e-05,0.000105238,7.553087,13.285701,4.362214,152500.0,32500.0
10/11/2068,1.1656282,32.433464,0.00013998,5.286321e-05,3.857071,33.388275,0.9502858,11.331303,0.09864649,13.358139,3.259179,4.9392256e-05,152500.0,32500.0
11/11/2068,3.222313e-05,3.6248082e-05,0.677868,0.00018537,8.426312,5.547643,11.480426,0.43417332,0.000125265,8.108447,1.9118919,34.23731,152500.0,32500.0
12/11/2068,0,3.477917,0.23849665,2.3581188,1.5451067e-05,11.233517,8.651487,5.841299e-05,2.551696e-05,9.839041,3.5116754,0.15012442,152500.0,32500.0
13/11/2068,4.4417433e-05,0.095467634,4.7453136,1.8483323,1.9692317e-05,28.115896,5.0652256,2.8983648e-05,7.791568e-05,5.617378,0.16924198,15.469558,152500.0,32500.0
14/11/2068,2.1516178e-06,3.4698114,0.80971855,28.26042,2.631754e-05,0.87932265,8.924415,0.000105082,1.566017e-05,5.832733,7.113469e-05,6.1378937,152500.0,32500.0
15/11/2068,3.4245022e-05,11.442985,0.09752935,4.732798,0.000213902,0.006264302,0.10975839,4.7446538e-05,3.370545e-05,0.24627648,4.483213e-05,10.315051,152500.0,32500.0
16/11/2068,4.1405958e-05,0.5145771,1.1090735,3.187421,0.13647532,3.0736609,8.383835,0.6769237,0.32898626,1.5383434,6.137397e-05,15.615711,152500.0,32500.0
17/11/2068,3.2883592e-05,10.868841,5.6987777,18.306742,0.83885527,1.4402629,8.763975,1.9902526,0.000109489,2.080466,0.8398192,15.219942,152500.0,32500.0
18/11/2068,4.164708e-05,2.201067,0.02888206,5.8535056,3.4702506,15.063743,0.24085858,15.917491,9.032411,7.3485065,10.742559,2.7811525,152500.0,32500.0
19/11/2068,7.258216e-05,1.3163176,0.00026169,5.43423,8.238775e-05,0.43137863,0.82831156,9.327279,4.7080164,0.3274505,3.7787564,1.3281045,152500.0,32500.0
20/11/2068,2.10377,0.3899449,0.15388449,4.4429,1.1440667,2.653655,2.1646106,4.472255e-05,1.1915389,4.6520443,16.449823,0.6809156,152500.0,32500.0
21/11/2068,5.4504224e-05,0.03581646,1.028327,0.000617999,5.146244e-05,35.424942,2.893651,0.34476656,2.3580098,7.8868135e-05,2.0395873,0.18455802,152500.0,32500.0
22/11/2068,0.52395767,0.35381317,0.003063947,5.218604,2.9203885,4.200187,17.420555,0.005397314,7.851882,0.000218019,19.48879,0.01658751,152500.0,32500.0
23/11/2068,0.19167107,0.7422103,1.6201514,6.007447,13.567798,20.08108,2.4496396,0.000110072,12.464265,3.1100638,20.118464,13.735376,152500.0,32500.0
24/11/2068,0.000192694,1.2675425,0.000119741,9.658517,15.046352,0.9098107,2.2399378,0.00060626,4.95338,0.85547906,15.64881,2.2981749,152500.0,32500.0
25/11/2068,0.000707498,9.9215074e-05,1.5433918,1.3136137,0.000159136,2.0697327,0.89056385,31.808287,3.7421615,4.0041857,1.7402128,11.430958,152500.0,32500.0
26/11/2068,0.78870445,4.5911453e-05,0.97066116,3.114017,1.3420646,6.7063084,3.91293,5.3803053,8.296261,0.7699117,1.1466974,2.5730038,152500.0,32500.0
27/11/2068,4.844462,0.000114598,12.024228,0.14968437,1.1569552,1.3150098,10.954559,1.3610009,0.7286728,1.4687359,0.002182115,0.49423677,152500.0,32500.0
